RelicConfig_70709_Desc,aJES,z造物_RelicConfig_A.csv,392,RelicConfig,Desc,,进入超维回合后，第一张打出的非衍生指令卡额外生效 [Arg1] 次。,"After entering the Ultra Round, the first non-Derived Command Card played activates an additional [Arg1] times."
RelicConfig_70709_BattleDesc,aJER,z造物_RelicConfig_A.csv,392,RelicConfig,BattleDesc,,进入超维回合后，第一张打出的非衍生指令卡额外生效 [Arg1] 次。,"After entering the Ultra Round, the first non-Derived Command Card played activates an additional [Arg1] times."
RelicConfig_70732_Desc,aJGu,z造物_RelicConfig_A.csv,393,RelicConfig,Desc,,进入超维回合后，第一张打出的非衍生指令卡额外生效 [Arg1] 次。,"After entering the Ultra Round, the first non-Derived Command Card played activates an additional [Arg1] times."
RelicConfig_70732_BattleDesc,aJGt,z造物_RelicConfig_A.csv,393,RelicConfig,BattleDesc,,进入超维回合后，第一张打出的非衍生指令卡额外生效 [Arg1] 次。,"After entering the Ultra Round, the first non-Derived Command Card played activates an additional [Arg1] times."
RelicConfig_70795_Desc,aJLe,z造物_RelicConfig_A.csv,444,RelicConfig,Desc,,打出非衍生指令卡后，将算力消耗降低 2 的该卡牌 [Arg1]  张临时复制洗入抽牌堆，3 回合冷却。,"After playing a non-Derived Command Card, shuffle [Arg1] copies of it into the Draw Pile with <DepleteIconKeywords:Exhaust>, <NothingnessIconKeywords:Void>, and 2 reduced Arithmetica Cost. Cooldown: 3 turns."
RelicConfig_70795_BattleDesc,aJLd,z造物_RelicConfig_A.csv,444,RelicConfig,BattleDesc,,打出非衍生指令卡后，将算力消耗降低 2 的该卡牌 [Arg1]  张临时复制洗入抽牌堆，3 回合冷却。,"After playing a non-Derived Command Card, shuffle [Arg1] copies of it into the Draw Pile with <DepleteIconKeywords:Exhaust>, <NothingnessIconKeywords:Void>, and 2 reduced Arithmetica Cost. Cooldown: 3 turns."
RelicConfig_70744_Desc,aJHq,z造物_RelicConfig_A.csv,445,RelicConfig,Desc,,打出非衍生指令卡后，将算力消耗降低 2 的该卡牌 [Arg1]  张临时复制洗入抽牌堆，3 回合冷却。,"After playing a non-Derived Command Card, shuffle [Arg1] copies of it into the Draw Pile with <DepleteIconKeywords:Exhaust>, <NothingnessIconKeywords:Void>, and 2 reduced Arithmetica Cost. Cooldown: 3 turns."
RelicConfig_70744_BattleDesc,aJHp,z造物_RelicConfig_A.csv,445,RelicConfig,BattleDesc,,打出非衍生指令卡后，将算力消耗降低 2 的该卡牌 [Arg1]  张临时复制洗入抽牌堆，3 回合冷却。,"After playing a non-Derived Command Card, shuffle [Arg1] copies of it into the Draw Pile with <DepleteIconKeywords:Exhaust>, <NothingnessIconKeywords:Void>, and 2 reduced Arithmetica Cost. Cooldown: 3 turns."
RelicConfig_78668_Desc,aJPG,z造物_RelicConfig_A.csv,555,RelicConfig,Desc,,使用银钥觉醒后，选择手牌中对应唤醒体的 [Arg1] 张非衍生指令卡将其消耗，并把 [Arg2] 张附加消耗的原始复制分别置入抽牌堆、手牌堆和弃牌堆。,"After using Keyflare Rouse, choose [Arg1] non-Derived Command Card corresponding to that Awakener in your hand. Consume that card to place [Arg2] original copy of it into the Draw Pile, hand, and Discard Pile respectively."
RelicConfig_78668_BattleDesc,aJPF,z造物_RelicConfig_A.csv,555,RelicConfig,BattleDesc,,使用银钥觉醒后，选择手牌中对应唤醒体的 [Arg1] 张非衍生指令卡将其消耗，并把 [Arg2] 张附加消耗的原始复制分别置入抽牌堆、手牌堆和弃牌堆。,"After using Keyflare Rouse, choose [Arg1] non-Derived Command Card corresponding to that Awakener in your hand. Consume that card to place [Arg2] original copy of it into the Draw Pile, hand, and Discard Pile respectively."
Resonance_81023_Desc_1,bsAR,g共鸣_Resonance_A_M.csv,242,Resonance,Desc,,在首领战中，打出 20 张「虫族」非衍生指令卡后，将一张「巢群意志」置入手中。\n「巢群意志」：将所有手牌弃掉，更换为「虫族」的随机指令卡。「虫族」每回合能够释放 2 次狂气爆发。,"During a Boss Battle, after playing 20 ""Insectoid"" non-Derived Command Cards, place a ""Hive Will"" into hand.\n""Hive Will"": Discard all cards in hand and replace them with random ""Insectoid"" Command Cards. ""Insectoid"" can unleash Exalt twice per turn."
Skill_45266_Desc,aNAI,jPVP技能表_Skill_A.csv,443,Skill,Desc,,<PVPWeaponKeywords:命轮>：装备时以及「打击」前，将手牌中装备者的非衍生「技能」会按顺序变成装备者的其他「技能」。<PVPFlowerKeywords:往昔的花与诗>,"<PVPWeaponKeywords:Wheel of Destiny>: Upon equipping and before ""Strike"", the wielder's non-Derived ""Skills"" in your hand will sequentially change into their other ""Skills"".<PVPFlowerKeywords:Poetic Bygone Days>"
Skill_49416_Desc,aOUi,j技能表_Skill_A.csv,51,Skill,Desc,,选择 1 张手中的非衍生指令卡，获得一张附加<DepleteIconKeywords:消耗>的原始复制，并使指令卡的所有者获得 <Energy:[Arg1]> 点狂气。,"Choose 1 non-Derived Command Card from your hand. Add a copy of that card with <DepleteIconKeywords:Exhaust> to your hand, and grant the owner of that card <Energy:[Arg1]> Aliemus."
Skill_4019_Desc_0,aMdd,j技能表_Skill_A.csv,1036,Skill,Desc,环行·拉蒙娜,获得 <Posse:[Arg1]> 点银钥能量。将上回合最后打出的 3 张不同非衍生指令卡原始复制置入手中，使它们算力消耗降低 1 并获得<DepleteIconKeywords:消耗>和<NothingnessIconKeywords:虚无>。若可置入手中的指令卡不足，则抽等量牌代替。,"Obtain <Posse:[Arg1]> Keyflare. For each of the last 3 unique non-Derived Command Cards played in the previous turn, place a copy of that card into your hand with <DepleteIconKeywords:Exhaust>, <NothingnessIconKeywords:Void>, and 1 reduced Arithmetica Cost. If there are not enough Command Cards to place into your hand, draw a card for each Command Card missing."
Skill_4019_Desc_3,bqXI,j技能表_Skill_A.csv,1036,Skill,Desc,环行·拉蒙娜,获得 <Posse:[Arg1]> 点银钥能量。将上回合最后打出的 3 张不同非衍生指令卡原始复制置入手中，使它们算力消耗降低 1 并获得<DepleteIconKeywords:消耗>和<NothingnessIconKeywords:虚无>。若可置入手中的指令卡不足，则抽等量牌代替。选择 1 个任意已解锁钥令替换当前钥令，使用钥令或战斗结束后恢复。,"Obtain <Posse:[Arg1]> Keyflare. For each of the last 3 unique non-Derived Command Cards played in the previous turn, place a copy of that card into your hand with <DepleteIconKeywords:Exhaust>, <NothingnessIconKeywords:Void>, and 1 reduced Arithmetica Cost. If there are not enough Command Cards to place into your hand, draw a card for each Command Card missing. Choose 1 unlocked Posse to replace your current Posse. Your current Posse will be restored after using a Posse or at the End of Battle."
