AvgDialog_47176_Content_1,amdd,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,9,AvgDialog,Content,,预言,Prophecy
AvgDialog_47176_Content_2,amdQ,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,10,AvgDialog,Content,,「王座的幻梦中，王聆听神明的启示：」,"Within the phantasmal dream of the throne, the King hearkens to the revelation of the Divine."
AvgDialog_47176_Content_3,ameb,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,11,AvgDialog,Content,,「利莫里亚的风暴将平息。利莫里亚的深渊将消逝。」,The storm of Lemuria shall be stilled. The abyss of Lemuria shall be no more.
AvgDialog_47176_Content_4,amem,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,12,AvgDialog,Content,,"「王将庇护他良善的子民，带来神的国度。
温柔的水，润泽每一寸草木……」","The King shall shelter his righteous people, and he shall bring forth the Divine Realm.\nGentle waters shall flow; anointing the earth, giving life unto every blade and every tree."
AvgDialog_47176_Content_5,amex,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,13,AvgDialog,Content,,轰——,Boom——
AvgDialog_47176_Content_6,ameI,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,14,AvgDialog,Content,幼年弥利亚姆（脏）,「啊！……」,"""Ah!..."""
AvgDialog_47176_Content_7,ameT,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,15,AvgDialog,Content,,雷声在岛屿上空炸响。幼小的身躯在废墟下战栗。,"Thunder cracks violently above the island. Beneath the rubble, a small form shivers."
AvgDialog_47176_Content_8,amfe,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,16,AvgDialog,Content,,海洋在离她不远的地方愤怒地咆哮，几乎连雷声也要吞没。宏大的利莫里亚岛如同一片无依的枯叶，在漫无边际的海洋中颤抖。,"Not far off, the ocean rages with such fury that it nearly swallows the thunder itself. Like a helpless, withered leaf adrift upon the boundless ocean, the great isle of Lemuria trembles."
AvgDialog_47176_Content_9,amfp,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,17,AvgDialog,Content,,强烈的海岛地震已经平息，但她依然感觉到晕眩。,"Though the violent quakes had ceased, a lingering dizziness still clouds her senses."
AvgDialog_47176_Content_10,amde,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,18,AvgDialog,Content,,房屋几乎彻底倒塌，碎石将她堵在了这个狭窄的角落中。暴雨透过石块之间的缝隙，浇打在她身上。,"Her house had almost fully collapsed, debris pinning her into a cramped crevice amidst the rubble. Torrential rain pours through the gaps between stones, soaking her to the bone."
AvgDialog_47176_Content_11,amdp,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,19,AvgDialog,Content,,数块巨大的碎石悬在她的头顶，被一根满是裂痕的细石柱勉强支撑着，在暴雨中颤抖。,"Above, massive fragments of wreckage hung suspended directly above her head—propped up only by a single, crack-riddled pillar, shuddering beneath the rain’s assault."
AvgDialog_47176_Content_12,amdA,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,20,AvgDialog,Content,幼年弥利亚姆（脏）,「敬、敬爱的王……」,"""O... O revered King..."""
AvgDialog_47176_Content_13,amdJ,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,21,AvgDialog,Content,幼年弥利亚姆（脏）,「请……拯救您忠诚的信徒……」,"""Please... save your faithful follower..."""
AvgDialog_47176_Content_14,amdK,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,22,AvgDialog,Content,,她看着头上摇摇欲坠的碎石，将自己的身体尽量往角落里缩了缩，两只手十指交叉，合在胸前祷告着。,"Her eyes fixed on the precarious rubble overhead, she curls herself deeper into the corner. Her fingers knit tightly together, pressed together at her chest as she prays to her king."
AvgDialog_47176_Content_15,amdL,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,23,AvgDialog,Content,,暴雨。惊雷。地震。海啸。,Tempests. Thunder. Earthquakes. Tsunamis.
AvgDialog_47176_Content_16,amdM,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,24,AvgDialog,Content,,利莫里亚的人们与天灾同眠，祈祷是他们学会的第一件事。,"In Lemuria, the people sleep alongside calamities; thus, prayer is the first thing they learn upon waking."
AvgDialog_47176_Content_17,amdN,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,25,AvgDialog,Content,幼年弥利亚姆（脏）,「您是神明的代行者，是利莫里亚子民的信仰……我将为您献上我的一切……」,"""You are the Divine Envoy, the faith of the people of Lemuria... I devote to you everything that I have..."""
AvgDialog_47176_Content_18,amdO,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,26,AvgDialog,Content,幼年弥利亚姆（脏）,「请帮助我……救救我……」,"""I beg of you to help me... save me..."""
AvgDialog_47176_Content_19,amdP,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,27,AvgDialog,Content,,父亲说，神明与王会拯救利莫里亚的子民。她不知道什么是神，什么是王。她一遍一遍地呼唤着。,"Her father had told her that their god and their king would deliver Lemuria’s people. She did not know what a god was, nor what a king was. Still, she cried out again and again."
AvgDialog_47176_Content_20,amdR,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,28,AvgDialog,Content,,神明仍未出现，神明从未在她面前出现过。可除了祷告，她什么也做不了。,"God still did not appear; God had never appeared before her. And yet, apart from prayer, there was nothing she could do."
AvgDialog_47176_Content_21,amdS,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,29,AvgDialog,Content,,石柱的裂隙越来越明显。它已无法再支撑上方碎石的重量了。,The cracks in the stone pillar widened. It could no longer bear the crushing weight above.
AvgDialog_47176_Content_22,amdT,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,30,AvgDialog,Content,幼年弥利亚姆（脏）,「吾主……请救救我……」,"""O Lord... please save me..."""
AvgDialog_47176_Content_23,amdU,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,31,AvgDialog,Content,,弥利亚姆想起母亲被从废墟下挖出来时，那个肮脏、破烂的身体。,"Miryam remembers when her mother's body was dug out from under the ruins—that dirty, broken body."
AvgDialog_47176_Content_24,amdV,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,32,AvgDialog,Content,,在她最后的那个时刻，是不是也像现在的自己一样，寒冷，恐惧，绝望呢？,"In those last despairing moments, had she too been this cold? This terrified? This utterly forsaken?"
AvgDialog_47176_Content_25,amdW,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,33,AvgDialog,Content,,泪水无助地混在雨水里。声音越来越弱，和身体一同颤抖着……,"Her tears melt helplessly into the rain. Her voice grows weaker, trembling along with her body..."
AvgDialog_47176_Content_26,amdX,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,34,AvgDialog,Content,,轰——,Boom—
AvgDialog_47176_Content_27,amdY,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,35,AvgDialog,Content,幼年弥利亚姆（脏）,「啊！！！……」,"""Ah!!!..."""
AvgDialog_47176_Content_28,amdZ,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,36,AvgDialog,Content,？？？,「弥利亚姆！」,"""Miryam!"""
AvgDialog_47176_Content_29,amea,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,37,AvgDialog,Content,,石柱断裂开。在巨大的石块即将砸下来之前，一个熟悉的身影冲了过来，将弥利亚姆拉到自己怀里。,"The stone pillar shatters. Just before the massive slab plummets downward, a familiar rushes over, pulling Miryam into his embrace"
AvgDialog_47176_Content_30,amec,avgV1.4弥利亚姆大型支线上篇_AvgDialog_C_M.csv,38,AvgDialog,Content,幼年弥利亚姆（脏）,「父……父亲！……」,"""F-Father!..."""
