Stage_7744_Desc,aUVe,g关卡_Stage_A.csv,885,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,それらは闇の中で捻じれ、溶け合い、そして慎重に像の中へと封じられる。\nそれは、長い時を経て仕組まれた再会だった。
Stage_7744_Name,aUVf,g关卡_Stage_A.csv,885,Stage,Name,,深海之遗·间隙Ⅰ,深海の遺産・隙間Ⅰ
Stage_8146_Desc,aVud,g关卡_Stage_A.csv,886,Stage,Desc,,来历不明的造像在黑暗中游荡、战栗。\n它们踏着古老的节拍，循着来自远方的笛声起舞。,出自不明の像は、闇を彷徨い、震えている。\n彼らは古の拍子に足を揃え、遥かなる笛の音に導かれ舞い踊る。
Stage_8146_Name,aVue,g关卡_Stage_A.csv,886,Stage,Name,,深海之遗·间隙Ⅱ,深海の遺産・隙間Ⅱ
Stage_7666_Desc,aUCi,g关卡_Stage_A.csv,887,Stage,Desc,,「门」即将开启，你从中窥见一部分真理。\n不是黑色，也不是白色——真理是彩色的，也是浑浊的。,「門」がまもなく開かれ、君はその隙間から一片の心理を垣間見る。\nそれは黒でも白でもないーー心理とは、色鮮やかで、混沌としている。
Stage_7666_Name,aUCj,g关卡_Stage_A.csv,887,Stage,Name,,深海之遗·间隙Ⅲ,深海の遺産・隙間Ⅲ
Stage_7746_Desc,aUVk,g关卡_Stage_A.csv,888,Stage,Desc,,「门」已被开启，幻梦即将清醒。\n嘘……不可注视，不可谛听。,「門」はすでに開かれ、幻夢はまもなく覚める。\n静かにーー見つめてはならない、耳を傾けてはならない。
Stage_7746_Name,aUVl,g关卡_Stage_A.csv,888,Stage,Name,,深海之遗·间隙Ⅳ,深海の遺産・隙間Ⅳ
Stage_7873_Desc,aVen,g关卡_Stage_A.csv,889,Stage,Desc,,它们在黑暗中扭曲、融合，然后被小心翼翼地保管在造像里。\n这是一次蓄谋已久的重逢。,それらは闇の中で捻じれ、溶け合い、そして慎重に像の中へと封じられる。\nそれは、長い時を経て仕組まれた再会だった。
Stage_7873_Name,aVeo,g关卡_Stage_A.csv,889,Stage,Name,,深海之遗·间隙Ⅴ,深海の遺産・隙間Ⅴ
