Stage_8189_Desc,aVwC,g关卡_Stage_A.csv,597,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8189_Name,aVwD,g关卡_Stage_A.csv,597,Stage,Name,,幻梦深潜Ⅰ,幻夢の深潜Ⅰ
Stage_8190_Desc,aVwF,g关卡_Stage_A.csv,598,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8190_Name,aVwG,g关卡_Stage_A.csv,598,Stage,Name,,幻梦深潜Ⅱ,幻夢の深潜Ⅱ
Stage_8191_Desc,aVwI,g关卡_Stage_A.csv,599,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8191_Name,aVwJ,g关卡_Stage_A.csv,599,Stage,Name,,幻梦深潜Ⅲ,幻夢の深潜Ⅲ
Stage_8192_Desc,aVwL,g关卡_Stage_A.csv,600,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8192_Name,aVwM,g关卡_Stage_A.csv,600,Stage,Name,,幻梦深潜Ⅳ,幻夢の深潜Ⅳ
Stage_8050_Desc,aVoK,g关卡_Stage_A.csv,601,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8050_Name,aVoL,g关卡_Stage_A.csv,601,Stage,Name,,幻梦深潜Ⅴ,幻夢の深潜Ⅴ
Stage_8194_Desc,aVwR,g关卡_Stage_A.csv,602,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8194_Name,aVwS,g关卡_Stage_A.csv,602,Stage,Name,,幻梦深潜Ⅵ,幻夢の深潜Ⅵ
Stage_8195_Desc,aVwU,g关卡_Stage_A.csv,603,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_8195_Name,aVwV,g关卡_Stage_A.csv,603,Stage,Name,,幻梦深潜Ⅶ,幻夢の深潜Ⅶ
Stage_20950_Desc,aRWj,g关卡_Stage_A.csv,604,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_20950_Name,aRWk,g关卡_Stage_A.csv,604,Stage,Name,,幻梦深潜·癫狂,幻夢の深潜・狂気
Stage_20951_Desc,aRWm,g关卡_Stage_A.csv,605,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_20951_Name,aRWn,g关卡_Stage_A.csv,605,Stage,Name,,幻梦深潜·癫狂,幻夢の深潜・狂気
Stage_20946_Desc,aRVX,g关卡_Stage_A.csv,606,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_20946_Name,aRVY,g关卡_Stage_A.csv,606,Stage,Name,,幻梦深潜·癫狂,幻夢の深潜・狂気
Stage_20947_Desc,aRWa,g关卡_Stage_A.csv,607,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_20947_Name,aRWb,g关卡_Stage_A.csv,607,Stage,Name,,幻梦深潜·癫狂,幻夢の深潜・狂気
Stage_20944_Desc,aRVR,g关卡_Stage_A.csv,608,Stage,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
Stage_20944_Name,aRVS,g关卡_Stage_A.csv,608,Stage,Name,,幻梦深潜·癫狂,幻夢の深潜・狂気
Stage_7784_Desc,aUXu,g关卡_Stage_A.csv,609,Stage,Desc,,此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了,ここには大学が埋葬されているーー傷だらけで、疲れ果てた状態で。かつては、人類のために希望と勇気を捧げた。しかし、結果は今見ての通りだ。
Stage_7784_Name,aUXv,g关卡_Stage_A.csv,609,Stage,Name,,幻梦深潜Ⅰ,幻夢の深潜Ⅰ
