StageGroup_15868_Desc,aQXx,g关卡组_StageGroup_A.csv,105,StageGroup,Desc,,坍塌的偶像注视着自己的子民。\n看他们生存、繁衍、互相争斗，然后将自己彻底遗忘。\n坍塌的偶像怀念着自己的子民。,崩れた偶像はその民を静かに見つめる。彼らの生存、繁栄、争いーーそして偶像を完全に忘れる様を。それでもなお偶像は己の民を懐かしむ。
StageGroup_15868_Name,aQXy,g关卡组_StageGroup_A.csv,105,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15868_TypeText,aQXA,g关卡组_StageGroup_A.csv,105,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15876_Desc,aQYd,g关卡组_StageGroup_A.csv,107,StageGroup,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围城了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,「それは唯一、それは全、それは真実の扉を開く希望」無数の鍵が円環をなし空から降る。それは多くの希望と同時に多くの墓標をもたらす。
StageGroup_15876_Name,aQYe,g关卡组_StageGroup_A.csv,107,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15876_TypeText,aQYg,g关卡组_StageGroup_A.csv,107,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15877_Desc,aQYh,g关卡组_StageGroup_A.csv,106,StageGroup,Desc,,「每把钥匙都有唯一的编号，只对应唯一的调查员。」\n因此，每把钥匙的陨落也对应着唯一的调查员之死。\n真好啊。就连死亡都是独一无二的。」,「すべての鍵は唯一の番号を持ち、それぞれ唯一の調査員に対応する」\n「つまり、各鍵の崩壊は調査員の死を意味する。死さえも唯一無二だ」
StageGroup_15877_Name,aQYi,g关卡组_StageGroup_A.csv,106,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15877_TypeText,aQYk,g关卡组_StageGroup_A.csv,106,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15879_Desc,aQYp,g关卡组_StageGroup_A.csv,108,StageGroup,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
StageGroup_15879_Name,aQYq,g关卡组_StageGroup_A.csv,108,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15879_TypeText,aQYs,g关卡组_StageGroup_A.csv,108,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15880_Desc,aQYt,g关卡组_StageGroup_A.csv,103,StageGroup,Desc,,「手」掀开夜的帷幕，悄悄来到这个世界。,その「手」は夜の幕をそっと押し開き、静かにこの世界へと忍び寄る。
StageGroup_15880_Name,aQYu,g关卡组_StageGroup_A.csv,103,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15880_TypeText,aQYw,g关卡组_StageGroup_A.csv,103,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15881_Desc,aQYx,g关卡组_StageGroup_A.csv,102,StageGroup,Desc,,「它是唯一，它是全部，它是开启真相之门的希望。」\n无数钥匙围城了一个圈。它们自天空中坠落，带给人们沉甸甸的希望。\n也带来沉甸甸的坟墓。,「それは唯一、それは全、それは真実の扉を開く希望」無数の鍵が円環をなし空から降る。それは多くの希望と同時に多くの墓標をもたらす。
StageGroup_15881_Name,aQYy,g关卡组_StageGroup_A.csv,102,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15881_TypeText,aQYA,g关卡组_StageGroup_A.csv,102,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15883_Desc,aQYF,g关卡组_StageGroup_A.csv,104,StageGroup,Desc,,「此处埋葬着一所大学，千疮百孔，疲惫不堪\n它曾为人类存续奉献了一点希望与勇气\n至于结果如何，你现在都看到了」,ここには大学が埋葬されているーー傷だらけで、疲れ果てた状態で。かつては、人類のために希望と勇気を捧げた。しかし、結果は今見ての通りだ。
StageGroup_15883_Name,aQYG,g关卡组_StageGroup_A.csv,104,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15883_TypeText,aQYI,g关卡组_StageGroup_A.csv,104,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
StageGroup_15885_Desc,aQYN,g关卡组_StageGroup_A.csv,111,StageGroup,Desc,,「每把钥匙都有唯一的编号，只对应唯一的调查员。」\n因此，每把钥匙的陨落也对应着唯一的调查员之死。\n真好啊。就连死亡都是独一无二的。」,「すべての鍵は唯一の番号を持ち、それぞれ唯一の調査員に対応する」\n「つまり、各鍵の崩壊は調査員の死を意味する。死さえも唯一無二だ」
StageGroup_15885_Name,aQYO,g关卡组_StageGroup_A.csv,111,StageGroup,Name,,幻梦深潜,幻夢の深潜
StageGroup_15885_TypeText,aQYQ,g关卡组_StageGroup_A.csv,111,StageGroup,TypeText,,幻梦深潜,幻夢の深潜
